variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.07787309478075721	0.14534362150774316	0.0368987100619903	0.012507079494388451	0.01878045152352903	0.015730878438703022	0.0029396038039316563	0.05667925217522474	0.045844086473283446
försöka	0.13986059377061832	0.0910550294948691	0.04242525409419451	0.015402566787795169	0.005171385756403302	0.008791248459216527	0.003145739217648824	0.01618194171300269	0.040254219911718556
glömma	0.1640665219807701	0.06269319245383298	0.05027742826911186	0.03181211158108799	0.003500808490975005	0.008986687490059486	0.009137695359811904	0.026021806344523446	0.044562031496271595
komma	0.49366590272709077	0.3663133773192763	0.2380122533936841	0.16633813808075149	0.06713350402965701	0.0003013822327359028	0.08748677841550445	0.1265332548886483	0.19322307388591853
planera	0.0632444324715073	0.03770262963147819	0.05543280312370208	0.002832361482266045	0.03315612687303553	0.00856958022698373	0.017025695727912606	0.019036891374888038	0.029625065113971685
riskera	0.1111111111111111	0.011467863207327483	0.09883228453322368	0.02676251249669606	0.019402956139500535	0.04503801859129524	0.04850899029054524	0.04878578592231229	0.05123869028650146
slippa	0.13495168081536346	0.07273621069320113	0.02055891179708058	0.004903527775493077	0.01058187320733417	0.0039171849161713235	0.01792070164765802	0.02302600261402088	0.03607451168329033
sluta	0.12314631297963508	0.0657354250317197	0.0023413469783756247	0.004095332886032921	0.01630423366645084	0.003038924103822338	0.0029673314911735638	0.016206140040608386	0.029229380897227306
vägra	0.18324628066370952	0.05319073341750924	0.004778970246023362	0.013671755104424754	0.02368866260728697	0.008888296741780044	0.037718361446089976	0.020300689737346	0.04318546874552123
mean	0.16568510347784032	0.10069312030632858	0.0610619958330429	0.030925042854326217	0.021968889143796935	0.011473577911196402	0.025205655266697363	0.03919686275673053	0.05702628094374491
